School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,Teacher Count,Total New Teachers With 1 3 Years Experience,Percent Of Teachers With 1 3 Years Experience,Total New Teachers With Less Than 1 Year Experience,Percent Of Teachers With Less Than 1 Year Experience
20232024,056,JEFFERSON,275,Jefferson County,097,Shacklette Elementary,275097,056275097,210299000688,GREC,909,A1,24,6,25.00,3,12.50
20232024,056,JEFFERSON,275,Jefferson County,099,Minors Lane Elementary,275099,056275099,210299000690,GREC,909,A1,22,9,40.90,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,100,Doss High,275100,056275100,210299000691,GREC,909,A1,76,10,13.20,6,7.90
20232024,056,JEFFERSON,275,Jefferson County,102,Chancey Elementary,275102,056275102,210299001959,GREC,909,A1,32,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,103,Slaughter Elementary,275103,056275103,210299000693,GREC,909,A1,25,4,16.00,2,8.00
20232024,056,JEFFERSON,275,Jefferson County,104,Trunnell Elementary,275104,056275104,210299000694,GREC,909,A1,22,3,13.60,2,9.10
20232024,056,JEFFERSON,275,Jefferson County,105,Ballard High,275105,056275105,210299000695,GREC,909,A1,113,4,3.50,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,106,Johnsontown Road Elementary,275106,056275106,210299000696,GREC,909,A1,22,2,9.10,3,13.60
20232024,056,JEFFERSON,275,Jefferson County,107,Luhr Elementary,275107,056275107,210299000697,GREC,909,A1,27,1,3.70,1,3.70
20232024,056,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,056275109,210299000699,GREC,909,A1,35,2,5.70,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,110,Western Day Treatment,275110,056275110,210299001857,GREC,909,A6,4,1,25.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,115,Gutermuth Elementary,275115,056275115,210299000700,GREC,909,A1,26,6,23.10,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,116,Wellington Elementary,275116,056275116,210299000701,GREC,909,A1,26,3,11.50,1,3.80
20232024,056,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,056275117,210299000702,GREC,909,A1,27,5,18.50,3,11.10
20232024,056,JEFFERSON,275,Jefferson County,119,Crosby Middle,275119,056275119,210299000703,GREC,909,A1,55,6,10.90,4,7.30
20232024,056,JEFFERSON,275,Jefferson County,121,Hartstern Elementary,275121,056275121,210299000704,GREC,909,A1,28,2,7.10,3,10.70
20232024,056,JEFFERSON,275,Jefferson County,124,U of L PACT Program,275124,056275124,210299001935,GREC,909,A3,2,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,056275126,210299000706,GREC,909,A1,27,3,11.10,1,3.70
20232024,056,JEFFERSON,275,Jefferson County,127,Auburndale Elementary,275127,056275127,210299000707,GREC,909,A1,30,12,40.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,056275128,210299000708,GREC,909,A1,23,3,13.00,3,13.00
20232024,056,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,056275129,210299001965,GREC,909,A5,25,1,4.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,056275131,210299000710,GREC,909,A1,31,3,9.70,2,6.50
20232024,056,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,056275133,210299000711,GREC,909,A1,60,4,6.70,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,056275134,210299000712,GREC,909,A1,31,4,12.90,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,144,Stuart Academy,275144,056275144,210299001427,GREC,909,A1,60,13,21.70,5,8.30
20232024,056,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,056275145,210299000716,GREC,909,A1,32,2,6.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,056275146,210299000717,GREC,909,A1,32,2,6.30,1,3.10
20232024,056,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,056275147,210299000718,GREC,909,A1,24,4,16.70,8,33.30
20232024,056,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,056275149,210299000719,GREC,909,A1,18,6,33.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,056275155,210299002026,GREC,909,A1,138,21,15.20,8,5.80
20232024,056,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,056275156,210299000722,GREC,909,A1,27,2,7.40,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,056275162,210299000724,GREC,909,A1,55,4,7.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,056275163,210299000725,GREC,909,A1,40,7,17.50,3,7.50
20232024,056,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,056275164,210299000726,GREC,909,A1,39,5,12.80,1,2.60
20232024,056,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,056275165,210299002027,GREC,909,A1,55,2,3.60,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,056275166,210299000727,GREC,909,A1,38,3,7.90,2,5.30
20232024,056,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,056275167,210299000728,GREC,909,A1,40,3,7.50,1,2.50
20232024,056,JEFFERSON,275,Jefferson County,175,Alex R. Kennedy Elementary,275175,056275175,210299002421,GREC,909,A1,19,1,5.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,056275179,210299000730,GREC,909,A1,83,6,7.20,3,3.60
20232024,056,JEFFERSON,275,Jefferson County,182,Dr. William H. Perry Elementary School,275182,056275182,210299000731,GREC,909,A1,20,6,30.00,2,10.00
20232024,056,JEFFERSON,275,Jefferson County,183,Binet School,275183,056275183,210299000732,GREC,909,A3,13,9,69.20,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,185,Atkinson Academy,275185,056275185,210299000733,GREC,909,A1,27,10,37.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,186,Newcomer Academy,275186,056275186,210299002180,GREC,909,A5,52,4,7.70,4,7.70
20232024,056,JEFFERSON,275,Jefferson County,191,W.E.B. DuBois Academy,275191,056275191,210299002458,GREC,909,A5,43,5,11.60,2,4.70
20232024,056,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,056275193,210299001492,GREC,909,A6,15,1,6.70,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,056275200,210299000734,GREC,909,A1,118,7,5.90,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,056275201,210299002121,GREC,909,A5,52,4,7.70,1,1.90
20232024,056,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,056275202,210299002412,GREC,909,A5,28,5,17.90,2,7.10
20232024,056,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,056275211,210299002197,GREC,909,A1,39,2,5.10,1,2.60
20232024,056,JEFFERSON,275,Jefferson County,212,Farmer Elementary,275212,056275212,210299002187,GREC,909,A1,41,2,4.90,3,7.30
20232024,056,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,056275219,210299002190,GREC,909,A1,67,9,13.40,4,6.00
20232024,056,JEFFERSON,275,Jefferson County,220,Bellewood,275220,056275220,210299002394,GREC,909,A6,4,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,056275221,210299002399,GREC,909,A6,11,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,222,Westport Early Childhood Center,275222,056275222,210299002499,GREC,909,A4,15,2,13.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,056275225,210299000737,GREC,909,A1,27,3,11.10,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,240,Engelhard Elementary,275240,056275240,210299000739,GREC,909,A1,20,2,10.00,1,5.00
20232024,056,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,056275243,210299000740,GREC,909,A1,21,5,23.80,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,250,Field Elementary,275250,056275250,210299000741,GREC,909,A1,24,1,4.20,1,4.20
20232024,056,JEFFERSON,275,Jefferson County,255,Echo Trail Middle School,275255,056275255,210299002570,GREC,909,A1,27,1,3.70,1,3.70
20232024,056,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,056275260,210299000742,GREC,909,A1,27,4,14.80,1,3.70
20232024,056,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,056275270,210299000745,GREC,909,A1,27,3,11.10,5,18.50
20232024,056,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,056275290,210299000747,GREC,909,A1,23,3,13.00,1,4.30
20232024,056,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,056275300,210299000748,GREC,909,A1,29,6,20.70,4,13.80
20232024,056,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,056275320,210299000750,GREC,909,A1,49,7,14.30,2,4.10
20232024,056,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,056275323,210299000751,GREC,909,A1,23,4,17.40,3,13.00
20232024,056,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,056275325,210299000752,GREC,909,A1,26,3,11.50,2,7.70
20232024,056,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,056275335,210299000753,GREC,909,A1,81,12,14.80,4,4.90
20232024,056,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,056275340,210299000754,GREC,909,A1,52,12,23.10,2,3.80
20232024,056,JEFFERSON,275,Jefferson County,345,Thomas Jefferson Early Childhood Center,275345,056275345,210299002572,GREC,909,A4,3,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,210299002430,GREC,909,A1,35,1,2.90,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,GREC,909,A1,18,1,5.60,5,27.80
20232024,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,GREC,909,A1,45,3,6.70,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,406,Dr. J. Blaine Hudson Middle School,275406,056275406,210299002573,GREC,909,A1,27,6,22.20,2,7.40
20232024,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,GREC,909,A1,25,4,16.00,5,20.00
20232024,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,GREC,909,A1,66,6,9.10,3,4.50
20232024,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,GREC,909,A1,48,12,25.00,6,12.50
20232024,056,JEFFERSON,275,Jefferson County,456,Ackerly,275456,056275456,210299001859,GREC,909,A6,2,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,GREC,909,A3,6,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,463,Jefferson Regional Juvenile Detention Ce,275463,056275463,210299001082,GREC,909,A6,2,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,056275465,210299001941,GREC,909,A3,1,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,GREC,909,A1,32,7,21.90,3,9.40
20232024,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,GREC,909,A1,21,4,19.00,1,4.80
20232024,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,GREC,909,A1,25,2,8.00,3,12.00
20232024,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,GREC,909,A1,32,3,9.40,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,GREC,909,A1,17,3,17.60,3,17.60
20232024,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,GREC,909,A1,30,3,10.00,2,6.70
20232024,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,GREC,909,A1,60,13,21.70,7,11.70
20232024,056,JEFFERSON,275,Jefferson County,610,Shelby Academy,275610,056275610,210299000780,GREC,909,A1,35,5,14.30,3,8.60
20232024,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,GREC,909,A1,37,11,29.70,4,10.80
20232024,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,GREC,909,A1,24,7,29.20,5,20.80
20232024,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,GREC,909,A1,23,3,13.00,4,17.40
20232024,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,GREC,909,A1,39,5,12.80,2,5.10
20232024,056,JEFFERSON,275,Jefferson County,720,Kennedy Elementary,275720,056275720,210299000786,GREC,909,A1,24,8,33.30,4,16.70
20232024,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,GREC,909,A1,42,7,16.70,2,4.80
20232024,056,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,056275768,210299001943,GREC,909,A6,3,1,33.30,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,056275769,210299001946,GREC,909,A6,8,2,25.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,GREC,909,A6,28,4,14.30,1,3.60
20232024,056,JEFFERSON,275,Jefferson County,800,Grace M. James Academy of Excellence,275800,056275800,210299002507,GREC,909,A5,35,7,20.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,GREC,909,A3,23,6,26.10,3,13.00
20232024,056,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,056275919,210299002376,GREC,909,A4,18,4,22.20,2,11.10
20232024,056,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,056275920,210299001447,GREC,909,A3,4,0,0.00,0,0.00
20232024,056,JEFFERSON,275,Jefferson County,951,Pathfinder School of Innovation,275951,056275951,210299001947,GREC,909,A5,85,4,4.70,1,1.20
20232024,067,LETCHER,276,Jenkins Independent,,All Schools,276000,,,KVEC,904,,27,8,29.60,4,14.80
20232024,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,27,8,29.60,4,14.80
20232024,057,JESSAMINE,281,Jessamine County,,All Schools,281000,,,CKEC,901,,658,113,17.20,53,8.10
20232024,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,A1,39,5,12.80,6,15.40
20232024,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,A1,109,16,14.70,9,8.30
20232024,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,A1,100,20,20.00,5,5.00
20232024,057,JESSAMINE,281,Jessamine County,022,Jessamine Early Learning Village,281022,057281022,210303001899,CKEC,901,A1,34,6,17.60,1,2.90
20232024,057,JESSAMINE,281,Jessamine County,023,The Providence School,281023,057281023,210303001900,CKEC,901,A5,66,16,24.20,5,7.60
20232024,057,JESSAMINE,281,Jessamine County,024,Jessamine Career and Technology Center,281024,057281024,210303002028,CKEC,901,A2,28,5,17.90,1,3.60
20232024,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,A1,67,14,20.90,7,10.40
20232024,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,A1,57,6,10.50,8,14.00
20232024,057,JESSAMINE,281,Jessamine County,030,Ashgrove Academy,281030,057281030,210303002442,CKEC,901,A6,1,0,0.00,0,0.00
20232024,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,A1,31,7,22.60,4,12.90
20232024,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,A1,30,8,26.70,1,3.30
20232024,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,A1,31,3,9.70,2,6.50
20232024,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,A1,36,3,8.30,2,5.60
20232024,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,A1,29,4,13.80,2,6.90
20232024,058,JOHNSON,285,Johnson County,,All Schools,285000,,,KEDC,903,,200,40,20.00,13,6.50
20232024,058,JOHNSON,285,Johnson County,050,Johnson County Eagle Academy,285050,058285050,210306001615,KEDC,903,A5,3,0,0.00,0,0.00
20232024,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,A1,45,7,15.60,4,8.90
20232024,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,A1,18,5,27.80,2,11.10
20232024,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,A1,10,4,40.00,1,10.00
20232024,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,A1,62,14,22.60,1,1.60
20232024,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,A1,18,3,16.70,0,0.00
20232024,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,A1,22,4,18.20,2,9.10
20232024,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,A1,22,3,13.60,3,13.60
20232024,059,KENTON,291,Kenton County,,All Schools,291000,,,NKCES,905,,793,108,13.60,29,3.70
20232024,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,A1,39,5,12.80,3,7.70
20232024,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,A1,55,10,18.20,4,7.30
20232024,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,A1,35,6,17.10,0,0.00
20232024,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,A1,74,4,5.40,5,6.80
20232024,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,A1,34,2,5.90,0,0.00
20232024,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,A1,35,6,17.10,2,5.70
20232024,059,KENTON,291,Kenton County,055,Northern Ky Youth Dev Center,291055,059291055,210309000814,NKCES,905,A6,2,0,0.00,0,0.00
20232024,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,A1,31,8,25.80,0,0.00
20232024,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,A1,20,1,5.00,0,0.00
20232024,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,A1,25,2,8.00,0,0.00
20232024,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,A1,95,15,15.80,0,0.00
20232024,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,A1,33,7,21.20,3,9.10
20232024,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,A1,53,6,11.30,3,5.70
20232024,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,A1,44,2,4.50,0,0.00
20232024,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,A1,35,3,8.60,2,5.70
20232024,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,A1,56,6,10.70,3,5.40
20232024,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,A1,90,20,22.20,3,3.30
20232024,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,A1,37,5,13.50,1,2.70
20232024,060,KNOTT,295,Knott County,,All Schools,295000,,,KVEC,904,,129,30,23.30,8,6.20
20232024,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,A1,11,2,18.20,1,9.10
20232024,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,A1,19,2,10.50,0,0.00
20232024,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,12,3,25.00,2,16.70
20232024,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,A1,13,4,30.80,2,15.40
20232024,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,A1,22,3,13.60,3,13.60
20232024,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,A1,11,6,54.50,0,0.00
20232024,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,A1,41,10,24.40,0,0.00
20232024,061,KNOX,301,Knox County,,All Schools,301000,,,SESC,907,,252,53,21.00,22,8.70
20232024,061,KNOX,301,Knox County,015,Lynn Camp Elementary School,301015,061301015,210315002543,SESC,907,A1,22,3,13.60,2,9.10
20232024,061,KNOX,301,Knox County,022,Knox Appalachian School,301022,061301022,210315001997,SESC,907,A6,5,0,0.00,0,0.00
20232024,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,A1,37,5,13.50,4,10.80
20232024,061,KNOX,301,Knox County,025,Lynn Camp Middle High School,301025,061301025,210315002544,SESC,907,A1,33,8,24.20,3,9.10
20232024,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,A1,18,6,33.30,0,0.00
20232024,061,KNOX,301,Knox County,140,Knox County Day Treatment,301140,061301140,210315002357,SESC,907,A6,3,1,33.30,0,0.00
20232024,061,KNOX,301,Knox County,150,Knox County Learning Academy,301150,061301150,210315000709,SESC,907,A6,5,2,40.00,0,0.00
20232024,061,KNOX,301,Knox County,155,Knox Inspire Academy,301155,061301155,210315002449,SESC,907,A5,1,0,0.00,0,0.00
20232024,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,A1,9,2,22.20,3,33.30
20232024,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,A1,13,4,30.80,0,0.00
20232024,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,A1,18,5,27.80,2,11.10
20232024,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,A1,16,2,12.50,4,25.00
20232024,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,A1,46,7,15.20,3,6.50
20232024,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,A1,20,6,30.00,1,5.00
20232024,061,KNOX,301,Knox County,976,Knox County Career and Technical Center,301976,061301976,210315002545,SESC,907,A2,6,2,33.30,0,0.00
20232024,062,LARUE,305,LaRue County,,All Schools,305000,,,GRREC,902,,139,18,12.90,5,3.60
20232024,062,LARUE,305,LaRue County,005,Preschool on College Street,305005,062305005,210318002512,GRREC,902,A4,6,3,50.00,1,16.70
20232024,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,A1,25,4,16.00,0,0.00
20232024,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,A1,27,1,3.70,0,0.00
20232024,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,A1,48,5,10.40,2,4.20
20232024,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,A1,29,5,17.20,2,6.90
20232024,062,LARUE,305,LaRue County,100,The Life Connection,305100,062305100,210318002216,GRREC,902,A6,4,0,0.00,0,0.00
20232024,063,LAUREL,311,Laurel County,,All Schools,311000,,,SESC,907,,508,87,17.10,24,4.70
20232024,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,A1,28,9,32.10,2,7.10
20232024,063,LAUREL,311,Laurel County,016,McDaniel Learning Center,311016,063311016,210321002224,SESC,907,A5,3,1,33.30,0,0.00
20232024,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,A1,25,6,24.00,0,0.00
20232024,063,LAUREL,311,Laurel County,019,Laurel County Schools eLearning Academy,311019,063311019,210321002436,SESC,907,A8,9,0,0.00,0,0.00
20232024,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,A1,26,2,7.70,2,7.70
20232024,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,A1,58,11,19.00,2,3.40
20232024,063,LAUREL,311,Laurel County,050,Laurel County Day Treatment,311050,063311050,210321001677,SESC,907,A6,5,0,0.00,0,0.00
20232024,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,A1,17,1,5.90,0,0.00
20232024,063,LAUREL,311,Laurel County,060,Laurel Co Schools Center for Innovation,311060,063311060,210321002400,SESC,907,A2,5,1,20.00,0,0.00
20232024,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,A1,20,7,35.00,1,5.00
20232024,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,A1,22,1,4.50,1,4.50
20232024,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,A1,20,6,30.00,1,5.00
20232024,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,A1,30,8,26.70,4,13.30
20232024,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,A1,16,5,31.30,0,0.00
20232024,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,A1,52,5,9.60,3,5.80
20232024,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,A1,76,6,7.90,4,5.30
20232024,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,A1,63,13,20.60,3,4.80
20232024,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,A1,17,4,23.50,1,5.90
20232024,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,A1,16,1,6.30,0,0.00
20232024,064,LAWRENCE,315,Lawrence County,,All Schools,315000,,,KEDC,903,,167,27,16.20,11,6.60
20232024,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,A1,25,2,8.00,1,4.00
20232024,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,A1,20,4,20.00,3,15.00
